,customer,state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
8015,PO89542,Oregon,No,Basic,Bachelor,2011-02-28,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
8016,OD66412,California,No,Basic,Doctor,2011-02-06,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
8017,SI78985,Oregon,No,Premium,Bachelor,2011-01-03,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer3,Web,Four-Door Car,Medsize
8018,MC85738,California,Yes,Extended,Bachelor,2011-02-27,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize
8019,PW90662,Oregon,No,Extended,College,2011-01-27,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer1,Web,SUV,Medsize
8020,UG37492,California,Yes,Premium,College,2011-01-03,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
8021,XM91056,California,No,Basic,High School or Below,2011-01-19,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize
8022,XU98055,Arizona,No,Extended,College,2011-02-04,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,SUV,Medsize
8023,VY40793,Oregon,Yes,Extended,College,2011-01-19,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize
8024,GD83998,Washington,No,Basic,Bachelor,2011-01-31,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Small
8025,XH85336,Washington,Yes,Basic,Bachelor,2011-01-13,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
8026,MV54498,California,No,Basic,College,2011-02-13,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
8027,VO84133,California,No,Extended,High School or Below,2011-02-08,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
8028,AC67315,Nevada,No,Basic,Bachelor,2011-02-21,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Sports Car,Large
8029,KG71396,Nevada,No,Premium,High School or Below,2011-01-29,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize
8030,QR15592,Arizona,No,Basic,Bachelor,2011-02-18,Employed,F,Rural,Divorced,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
8031,UY94269,Oregon,No,Basic,Master,2011-01-15,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Medsize
8032,WC21901,Arizona,No,Basic,College,2011-02-03,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
8033,HR50405,Oregon,No,Basic,Bachelor,2011-02-24,Medical Leave,F,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
8034,XL90594,California,No,Extended,College,2011-01-06,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
8035,TL39187,California,No,Extended,Bachelor,2011-02-23,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer3,Branch,Two-Door Car,Medsize
8036,WH62198,California,No,Basic,Bachelor,2011-02-26,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Small
8037,RM10880,California,Yes,Extended,College,2011-02-12,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
8038,GV62858,California,No,Premium,Bachelor,2011-02-23,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize
8039,EL62967,Oregon,No,Basic,High School or Below,2011-02-07,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize
8040,JW33458,California,No,Basic,Master,2011-02-15,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer3,Call Center,Four-Door Car,Medsize
8041,NK26146,Washington,No,Basic,College,2011-02-11,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer4,Call Center,Four-Door Car,Small
8042,GP19791,California,No,Basic,College,2011-02-12,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small
8043,BC48076,Washington,No,Basic,Master,2011-01-11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Luxury Car,Medsize
8044,CX58204,Nevada,No,Basic,High School or Below,2011-02-02,Disabled,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize
8045,TI19722,Washington,Yes,Extended,Doctor,2011-02-18,Employed,M,Rural,Divorced,Corporate Auto,Corporate L2,Offer2,Branch,Four-Door Car,Medsize
8046,ZI85739,California,No,Extended,Master,2011-02-25,Unemployed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Branch,SUV,Small
8047,ON68006,California,No,Basic,Bachelor,2011-01-16,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
8048,ZZ20738,California,No,Basic,High School or Below,2011-01-28,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Sports Car,Medsize
8049,GP37412,Arizona,No,Basic,College,2011-02-26,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Two-Door Car,Small
8050,DL26809,Nevada,No,Basic,College,2011-02-27,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small
8051,XB43625,Arizona,No,Basic,Bachelor,2011-01-10,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
8052,AW86033,California,No,Basic,College,2011-01-13,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize
8053,IS55638,California,No,Basic,College,2011-02-18,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize
8054,TP33286,Washington,No,Premium,High School or Below,2011-02-05,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Agent,Four-Door Car,Medsize
8055,BW52697,California,No,Basic,College,2011-01-01,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize
8056,GL32197,Oregon,No,Basic,College,2011-02-07,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize
8057,PM11577,Oregon,No,Premium,Bachelor,2011-01-28,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Web,Two-Door Car,Medsize
8058,TK60799,Arizona,No,Basic,High School or Below,2011-01-08,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Small
8059,OJ90342,Oregon,No,Basic,Bachelor,2011-02-07,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
8060,WO17738,Oregon,No,Premium,High School or Below,2011-01-15,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Large
8061,OS21957,California,No,Basic,High School or Below,2011-01-21,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer4,Call Center,SUV,Small
8062,GM54723,California,No,Basic,Bachelor,2011-02-02,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Small
8063,RN82884,Arizona,Yes,Basic,College,2011-02-26,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
8064,WS57286,Arizona,No,Basic,College,2011-02-13,Unemployed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
8065,JU66696,California,No,Extended,Master,2011-02-20,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer3,Branch,Sports Car,Large
8066,VM51572,Washington,No,Basic,Bachelor,2011-02-23,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
8067,HR64765,Washington,No,Extended,High School or Below,2011-02-04,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Luxury Car,Small
8068,UH45301,Oregon,No,Premium,College,2011-01-11,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize
8069,BG48083,Nevada,No,Extended,Bachelor,2011-01-20,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Web,Two-Door Car,Medsize
8070,ZK56389,Arizona,Yes,Basic,High School or Below,2011-01-29,Retired,F,Suburban,Divorced,Special Auto,Special L3,Offer1,Branch,Four-Door Car,Medsize
8071,TB88830,California,No,Basic,Master,2011-02-19,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize
8072,NJ11986,Arizona,No,Premium,Master,2011-01-18,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer1,Web,Two-Door Car,Medsize
8073,HY43263,California,No,Extended,Bachelor,2011-02-07,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Small
8074,VK43303,Oregon,No,Extended,Bachelor,2011-01-30,Employed,M,Urban,Single,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Medsize
8075,IV98398,California,No,Extended,Bachelor,2011-01-21,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Web,SUV,Medsize
8076,VB94165,Nevada,No,Extended,Master,2011-01-14,Unemployed,M,Suburban,Married,Special Auto,Special L2,Offer1,Agent,Two-Door Car,Small
8077,RJ80405,Arizona,No,Basic,Bachelor,2011-01-22,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize
8078,YB33445,Oregon,No,Basic,College,2011-02-13,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Offer1,Call Center,SUV,Medsize
8079,UE96503,California,No,Basic,Doctor,2011-02-05,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Web,Four-Door Car,Medsize
8080,GP13187,California,No,Basic,Master,2011-01-12,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Luxury Car,Medsize
8081,ZG59671,Oregon,No,Extended,College,2011-01-14,Employed,M,Rural,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
8082,DS47984,Arizona,Yes,Extended,Master,2011-01-16,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize
8083,BH36570,California,No,Basic,Bachelor,2011-01-11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Small
8084,MY51849,Oregon,No,Basic,Bachelor,2011-02-22,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large
8085,MH76107,California,No,Basic,College,2011-01-08,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize
8086,VW63894,California,No,Extended,Master,2011-02-04,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer3,Web,Four-Door Car,Medsize
8087,YI70563,California,No,Basic,Bachelor,2011-02-25,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Small
8088,RA29518,Washington,No,Extended,Master,2011-02-24,Employed,M,Rural,Married,Special Auto,Special L3,Offer1,Branch,SUV,Medsize
8089,ZW76597,California,No,Basic,Bachelor,2011-02-14,Retired,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Small
8090,RM34371,Nevada,No,Basic,Bachelor,2011-02-25,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Medsize
8091,XS44101,California,No,Extended,Bachelor,2011-02-04,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
8092,DS45802,California,No,Basic,High School or Below,2011-02-19,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize
8093,QZ70160,Nevada,No,Basic,College,2011-01-18,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
8094,GW14698,Arizona,No,Basic,College,2011-02-28,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer4,Web,Four-Door Car,Medsize
8095,SP36555,Arizona,No,Extended,Bachelor,2011-01-20,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
8096,XP52012,Arizona,No,Extended,High School or Below,2011-01-25,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
8097,FR17176,Arizona,No,Basic,High School or Below,2011-02-23,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
8098,FH22095,California,No,Basic,College,2011-02-07,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Branch,Two-Door Car,Small
8099,QC95625,California,Yes,Premium,High School or Below,2011-02-27,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
8100,HY86417,Arizona,No,Extended,College,2011-02-13,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Two-Door Car,Medsize
8101,LU40443,Oregon,No,Basic,Master,2011-02-12,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize
8102,JP55271,Oregon,No,Extended,High School or Below,2011-02-25,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Call Center,SUV,Small
8103,NX62002,Oregon,Yes,Basic,College,2011-02-28,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize
8104,PU98976,California,No,Extended,Bachelor,2011-02-05,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
8105,ZO16199,California,No,Basic,High School or Below,2011-02-16,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Small
8106,ZI95657,California,Yes,Extended,Doctor,2011-01-18,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize
8107,AO20938,Arizona,No,Basic,High School or Below,2011-01-12,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,SUV,Small
8108,FX65946,Arizona,No,Basic,Bachelor,2011-01-03,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
8109,KL39500,Arizona,No,Extended,College,2011-02-08,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
8110,CZ56843,California,No,Extended,College,2011-01-19,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize
8111,FN33339,Oregon,No,Premium,High School or Below,2011-02-08,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize
8112,SY48471,California,No,Basic,High School or Below,2011-02-22,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
8113,NV11692,Nevada,No,Basic,Bachelor,2011-01-28,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Large
8114,HN35280,Arizona,No,Basic,Bachelor,2011-02-13,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize
8115,GY69750,Oregon,No,Basic,Master,2011-01-14,Unemployed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large
8116,ZW71731,California,No,Extended,Bachelor,2011-01-31,Employed,M,Urban,Divorced,Corporate Auto,Corporate L3,Offer1,Web,SUV,Medsize
8117,ZK54897,Arizona,Yes,Premium,Master,2011-01-26,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
8118,ZY99878,California,No,Premium,High School or Below,2011-01-03,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize
8119,BZ44726,Nevada,No,Basic,High School or Below,2011-02-26,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Two-Door Car,Medsize
8120,GL67540,California,No,Basic,College,2011-01-15,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
8121,XF94149,California,No,Basic,College,2011-02-15,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,SUV,Medsize
8122,UD61088,California,No,Extended,Bachelor,2011-02-23,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Small
8123,JR82641,Arizona,No,Extended,Master,2011-01-10,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Agent,SUV,Medsize
8124,SK47162,Oregon,Yes,Basic,Bachelor,2011-01-07,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize
8125,No73819,California,No,Extended,Master,2011-01-15,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Sports Car,Large
8126,YN75239,Oregon,No,Basic,College,2011-01-12,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Luxury SUV,Small
8127,HG65194,Oregon,No,Extended,College,2011-02-10,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize
8128,HU87011,California,No,Extended,Bachelor,2011-01-09,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Web,Four-Door Car,Medsize
8129,CG33085,Oregon,No,Extended,Doctor,2011-02-02,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize
8130,WF34690,Oregon,No,Basic,Bachelor,2011-02-07,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
8131,HW27766,Arizona,No,Extended,College,2011-02-06,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
8132,NN71951,California,No,Basic,High School or Below,2011-01-27,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
8133,JV68002,Washington,Yes,Extended,College,2011-01-25,Retired,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Medsize
8134,QE22757,Nevada,Yes,Basic,Doctor,2011-01-29,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large
8135,FH81263,California,No,Basic,High School or Below,2011-02-10,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Small
8136,NJ29981,California,No,Extended,High School or Below,2011-02-10,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize
8137,CV90092,Oregon,No,Basic,College,2011-01-16,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
8138,CE17166,California,No,Extended,College,2011-01-06,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small
8139,LQ76461,Oregon,No,Basic,High School or Below,2011-02-26,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Small
8140,ZH98656,Nevada,No,Basic,Master,2011-02-28,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Large
8141,WS24655,Oregon,No,Premium,College,2011-02-10,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize
8142,QR88427,Nevada,No,Basic,Bachelor,2011-01-31,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
8143,CV75841,California,No,Premium,College,2011-01-25,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
8144,YK23193,Nevada,Yes,Extended,Bachelor,2011-02-14,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
8145,QI11566,Oregon,No,Basic,Bachelor,2011-02-28,Disabled,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Branch,Two-Door Car,Small
8146,EK59571,Oregon,Yes,Premium,College,2011-02-28,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Large
8147,DP39365,California,No,Premium,Master,2011-02-06,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Offer2,Agent,Four-Door Car,Medsize
8148,FO13070,California,Yes,Basic,High School or Below,2011-02-26,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
8149,LF55270,Oregon,Yes,Extended,College,2011-02-01,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
8150,VN37592,Arizona,No,Basic,High School or Below,2011-02-07,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Large
8151,FS29897,Oregon,No,Basic,High School or Below,2011-01-06,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize
8152,JT41591,Washington,No,Extended,College,2011-02-14,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Large
8153,FA39525,Oregon,No,Basic,High School or Below,2011-01-25,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Medsize
8154,CQ19667,Oregon,No,Premium,Bachelor,2011-01-06,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
8155,BW51534,California,No,Basic,High School or Below,2011-01-16,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Branch,SUV,Small
8156,WO42164,Oregon,No,Extended,High School or Below,2011-02-07,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
8157,CV86445,Arizona,No,Basic,High School or Below,2011-01-12,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize
8158,HD99234,Oregon,No,Extended,College,2011-02-19,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize
8159,BT76268,California,No,Basic,College,2011-01-15,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
8160,QB14087,California,No,Basic,College,2011-01-19,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
8161,WE60408,Arizona,No,Basic,College,2011-01-02,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Branch,SUV,Medsize
8162,ID40186,Oregon,No,Premium,Bachelor,2011-02-27,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large
8163,VU84949,Washington,No,Basic,Bachelor,2011-01-20,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize
8164,YN17362,California,No,Basic,College,2011-02-13,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize
8165,XZ62430,Arizona,Yes,Extended,Bachelor,2011-02-14,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
8166,DP50922,California,No,Basic,High School or Below,2011-02-05,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Sports Car,Medsize
8167,JS19054,Oregon,No,Extended,Bachelor,2011-01-09,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small
8168,EK19337,Oregon,No,Extended,High School or Below,2011-01-31,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
8169,SR53077,Nevada,No,Basic,High School or Below,2011-02-13,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
8170,TC14209,Arizona,No,Extended,High School or Below,2011-01-15,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
8171,EA25683,Washington,No,Basic,High School or Below,2011-01-07,Employed,M,Urban,Single,Corporate Auto,Corporate L3,Offer1,Branch,Luxury SUV,Medsize
8172,DE21533,California,No,Basic,Bachelor,2011-02-02,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
8173,SK46419,California,No,Basic,High School or Below,2011-01-31,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Branch,SUV,Medsize
8174,AQ70619,California,No,Basic,High School or Below,2011-01-08,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
8175,UF27940,Washington,No,Basic,College,2011-01-17,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,SUV,Medsize
8176,UZ95992,California,Yes,Premium,Bachelor,2011-02-28,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
8177,JS90115,Nevada,No,Basic,High School or Below,2011-01-09,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize
8178,BM83544,Arizona,No,Basic,Bachelor,2011-01-25,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize
8179,RB50392,Washington,No,Basic,Master,2011-02-17,Unemployed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize
8180,WN59735,California,No,Basic,College,2011-01-17,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
8181,MF41879,Oregon,No,Basic,Doctor,2011-02-06,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,SUV,Small
8182,DJ71217,Washington,No,Basic,College,2011-01-28,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Branch,SUV,Medsize
8183,IL32727,California,No,Extended,High School or Below,2011-02-24,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
8184,TJ76363,Arizona,No,Extended,Doctor,2011-01-29,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Agent,SUV,Medsize
8185,VY76337,Washington,No,Basic,High School or Below,2011-01-20,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large
8186,RR74547,California,No,Extended,High School or Below,2011-02-23,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Large
8187,MM62953,Arizona,No,Basic,High School or Below,2011-02-16,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize
8188,LM86393,Oregon,No,Basic,High School or Below,2011-01-19,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
8189,YS71471,Arizona,No,Basic,High School or Below,2011-01-03,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize
8190,GS76685,California,Yes,Basic,High School or Below,2011-02-18,Retired,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize
8191,QA87025,Oregon,No,Basic,Bachelor,2011-01-31,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
8192,YQ95507,Oregon,No,Basic,High School or Below,2011-02-26,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Small
