,Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size
8079,MQ46375,Oregon,No,Basic,Bachelor,1/2/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Branch,Luxury Car,Medsize
8080,VU30980,California,Yes,Extended,High School or Below,1/31/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
8081,JX50349,Oregon,Yes,Basic,College,1/20/11,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize
8082,DH34004,California,No,Basic,College,2/6/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Luxury Car,Medsize
8083,DU66880,Arizona,No,Premium,High School or Below,1/5/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
8084,QH87479,Oregon,No,Extended,High School or Below,1/6/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Large
8085,MF87270,California,No,Basic,High School or Below,2/15/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Small
8086,PX99904,California,No,Extended,Bachelor,2/6/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer2,Branch,Sports Car,Small
8087,TD43065,California,No,Basic,Bachelor,1/30/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize
8088,DU39756,Nevada,Yes,Basic,Master,1/17/11,Employed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Branch,SUV,Large
8089,GY65868,California,No,Extended,Bachelor,2/18/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small
8090,NG15645,California,No,Basic,Master,1/11/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize
8091,HH69970,California,No,Extended,Bachelor,1/5/11,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Large
8092,YJ57293,California,No,Extended,College,2/4/11,Medical Leave,M,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Web,Two-Door Car,Medsize
8093,BV22194,Arizona,No,Basic,High School or Below,2/13/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize
8094,UH22701,Oregon,No,Extended,Master,1/1/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
8095,IA85970,California,No,Basic,Bachelor,2/7/11,Unemployed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize
8096,TC18240,Oregon,No,Basic,College,1/29/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
8097,GE58317,Arizona,Yes,Basic,College,1/31/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
8098,GW42895,Oregon,No,Basic,Bachelor,1/25/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
8099,FH77504,California,Yes,Premium,Bachelor,1/24/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Luxury Car,Medsize
8100,XK87182,Oregon,No,Premium,College,1/25/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
8101,HB17438,Washington,No,Extended,Bachelor,2/21/11,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer4,Web,SUV,Medsize
8102,DH18269,Arizona,No,Extended,College,1/13/11,Medical Leave,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize
8103,DP19820,Oregon,No,Extended,College,1/15/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,SUV,Small
8104,IK64989,Washington,Yes,Basic,Bachelor,1/2/11,Retired,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
8105,MP85571,Arizona,No,Premium,Bachelor,2/20/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,SUV,Medsize
8106,VO29645,Oregon,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
8107,GP83239,California,Yes,Extended,College,1/14/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Luxury SUV,Small
8108,GQ21970,Nevada,No,Basic,Bachelor,1/28/11,Disabled,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Small
8109,HP40365,Oregon,No,Basic,College,2/5/11,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer3,Web,Two-Door Car,Medsize
8110,UX87150,California,No,Extended,College,1/1/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Branch,Four-Door Car,Medsize
8111,OZ30867,Oregon,No,Basic,High School or Below,2/23/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,SUV,Medsize
8112,LC60153,California,No,Basic,Bachelor,1/13/11,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer3,Agent,SUV,Large
8113,OX87524,California,No,Basic,Master,2/20/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize
8114,ZY78741,California,No,Extended,High School or Below,2/25/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Agent,Four-Door Car,Large
8115,DB79306,California,No,Basic,College,1/4/11,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer4,Web,SUV,Small
8116,EM77767,Oregon,No,Basic,College,2/19/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize
8117,PH78214,Oregon,No,Basic,College,2/11/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
8118,LY17996,California,No,Extended,High School or Below,1/26/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Large
8119,XV76553,Oregon,No,Basic,High School or Below,2/13/11,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer2,Branch,SUV,Medsize
8120,SD38003,California,No,Basic,Bachelor,1/19/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
8121,QC30094,Oregon,No,Extended,High School or Below,2/5/11,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Call Center,Four-Door Car,Small
8122,KH92987,Arizona,No,Extended,High School or Below,1/3/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize
8123,OB32671,Oregon,No,Basic,High School or Below,1/31/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Small
8124,CD26907,California,No,Basic,Bachelor,1/6/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Web,Sports Car,Medsize
8125,YY46839,Washington,No,Premium,High School or Below,1/30/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Two-Door Car,Medsize
8126,HY36253,California,No,Extended,Bachelor,1/23/11,Disabled,M,Rural,Divorced,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize
8127,KA62728,California,No,Premium,High School or Below,1/6/11,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize
8128,GH98275,California,No,Basic,College,2/15/11,Unemployed,F,Urban,Divorced,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Medsize
8129,DJ87316,Oregon,No,Extended,High School or Below,1/24/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,SUV,Medsize
8130,XC85830,Oregon,Yes,Premium,Bachelor,1/28/11,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Branch,Two-Door Car,Medsize
8131,VK85405,California,No,Basic,High School or Below,1/29/11,Employed,F,Urban,Single,Corporate Auto,Corporate L2,Offer1,Agent,Two-Door Car,Medsize
8132,ZP27971,California,No,Extended,High School or Below,1/1/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small
8133,QC95625,California,Yes,Premium,High School or Below,2/27/11,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
8134,DN34058,Washington,No,Extended,Bachelor,1/21/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Branch,Four-Door Car,Small
8135,VS80344,Arizona,No,Premium,Bachelor,2/16/11,Employed,F,Urban,Married,Special Auto,Special L3,Offer1,Agent,Two-Door Car,Medsize
8136,SJ24275,Nevada,No,Basic,College,1/6/11,Employed,F,Urban,Single,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize
8137,YB58105,California,No,Premium,High School or Below,2/14/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Large
8138,BP35803,California,No,Extended,College,1/17/11,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
8139,CL73599,Arizona,Yes,Basic,Bachelor,1/14/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize
8140,ZR22245,Washington,Yes,Basic,College,1/28/11,Medical Leave,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Large
8141,JJ57298,Oregon,No,Extended,College,2/17/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Call Center,SUV,Medsize
8142,FF53048,Arizona,No,Extended,Master,2/15/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small
8143,HD83496,Arizona,No,Basic,Bachelor,1/8/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Large
8144,DD94148,California,No,Basic,College,2/16/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Medsize
8145,FM52759,Nevada,Yes,Basic,Bachelor,1/13/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
8146,OI39918,California,No,Extended,Bachelor,1/31/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Large
8147,PC72443,Oregon,No,Premium,College,2/20/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize
8148,OQ15169,Washington,Yes,Extended,High School or Below,1/27/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize
8149,ZO89996,Oregon,Yes,Basic,College,2/25/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize
8150,OP70207,Oregon,No,Extended,College,2/14/11,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Sports Car,Medsize
8151,ID39569,Washington,No,Extended,High School or Below,1/19/11,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize
8152,RJ80405,Arizona,No,Basic,Bachelor,1/22/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize
8153,NT21324,Arizona,No,Basic,College,1/27/11,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
8154,IY98928,Arizona,No,Basic,Master,1/25/11,Employed,F,Rural,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
8155,XJ81725,California,No,Premium,College,1/28/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
8156,FE62142,Oregon,No,Basic,Bachelor,2/26/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer3,Branch,SUV,Medsize
8157,ZH55575,California,Yes,Basic,Bachelor,2/17/11,Employed,F,Urban,Divorced,Corporate Auto,Corporate L3,Offer2,Web,Two-Door Car,Medsize
8158,WI86229,Oregon,No,Extended,Master,1/24/11,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Large
8159,QR42111,Arizona,No,Extended,High School or Below,2/24/11,Unemployed,F,Suburban,Married,Special Auto,Special L2,Offer1,Branch,SUV,Small
8160,DN71979,Arizona,No,Basic,College,1/15/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,Luxury Car,Medsize
8161,IC22580,California,No,Extended,College,2/13/11,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Small
8162,MX93069,Oregon,Yes,Extended,Doctor,1/30/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize
8163,TG37225,California,Yes,Basic,College,1/1/11,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
8164,GY69750,Oregon,No,Basic,Master,1/14/11,Unemployed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large
8165,KX99703,Oregon,Yes,Extended,College,2/16/11,Retired,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
8166,AA35519,Arizona,Yes,Basic,College,1/11/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
8167,FE99816,Nevada,No,Premium,Bachelor,1/19/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Web,Luxury Car,Medsize
8168,YP92773,Washington,No,Premium,Bachelor,2/25/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer3,Agent,Two-Door Car,Medsize
8169,CF26052,Arizona,No,Basic,Bachelor,1/16/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Web,Two-Door Car,Medsize
8170,PR37714,California,No,Extended,Bachelor,2/23/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
8171,CE92675,California,No,Basic,College,2/21/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Large
8172,BK47926,California,No,Extended,High School or Below,2/7/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small
8173,BY62906,Arizona,No,Basic,High School or Below,1/24/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,SUV,Medsize
8174,UY95661,California,No,Basic,Master,2/26/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Medsize
8175,OS84395,Nevada,No,Extended,Bachelor,2/25/11,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Offer2,Web,Four-Door Car,Medsize
8176,JS53793,Arizona,No,Basic,Doctor,1/16/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Large
8177,BV25135,California,No,Extended,Bachelor,2/11/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
8178,AF17671,Washington,No,Extended,Bachelor,1/27/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Medsize
8179,AY30324,Oregon,No,Extended,Bachelor,1/6/11,Employed,F,Urban,Married,Special Auto,Special L2,Offer4,Call Center,Two-Door Car,Medsize
8180,XE17270,California,No,Extended,High School or Below,2/2/11,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize
8181,LS46182,Nevada,No,Extended,Bachelor,2/11/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
8182,LH33181,Arizona,No,Basic,Bachelor,1/10/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large
8183,AT84725,Washington,Yes,Basic,College,1/10/11,Retired,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
8184,TP33286,Washington,No,Premium,High School or Below,2/5/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Agent,Four-Door Car,Medsize
8185,YB79192,California,No,Extended,Bachelor,1/15/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize
8186,SC43870,California,No,Basic,Bachelor,1/29/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Web,Four-Door Car,Medsize
8187,OO72857,Oregon,No,Basic,Bachelor,1/14/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
8188,MO38559,Arizona,No,Basic,Doctor,2/3/11,Unemployed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
8189,RL65736,Oregon,No,Extended,High School or Below,2/14/11,Medical Leave,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Small
8190,ID30085,Arizona,Yes,Basic,High School or Below,1/2/11,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Web,Sports Car,Medsize
8191,CO68055,Oregon,No,Basic,Bachelor,1/1/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Branch,SUV,Small
8192,NX37589,Washington,No,Basic,Bachelor,2/8/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
8193,BX88206,Nevada,No,Basic,High School or Below,2/16/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Web,SUV,Medsize
8194,AA30683,California,No,Premium,Bachelor,1/15/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize
8195,BD13927,California,No,Basic,High School or Below,1/10/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Small
8196,SJ71233,California,No,Basic,College,2/22/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize
8197,WK52692,Oregon,No,Extended,College,1/16/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,SUV,Medsize
8198,OG67387,California,No,Basic,College,2/12/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
8199,XR99310,California,No,Extended,College,1/15/11,Employed,M,Suburban,Married,Special Auto,Special L3,Offer2,Agent,Two-Door Car,Medsize
8200,GU84478,Oregon,No,Basic,High School or Below,1/17/11,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize
8201,ZX29705,California,No,Basic,College,2/15/11,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Web,Four-Door Car,Medsize
8202,WN67367,California,No,Extended,Bachelor,1/18/11,Unemployed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Large
8203,QN67807,Arizona,No,Basic,Bachelor,1/17/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Large
8204,AU77281,Oregon,Yes,Basic,College,1/20/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
8205,DN46994,California,No,Basic,Bachelor,2/28/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
8206,OW97322,Oregon,No,Premium,Bachelor,2/10/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Luxury Car,Small
8207,ZC97171,Arizona,No,Extended,High School or Below,2/15/11,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
8208,NG69817,California,No,Basic,Bachelor,1/24/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Small
8209,BS95225,California,No,Basic,College,1/19/11,Medical Leave,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
8210,AE93522,Washington,No,Basic,Bachelor,1/23/11,Employed,M,Rural,Single,Corporate Auto,Corporate L2,Offer2,Branch,Two-Door Car,Medsize
8211,LP15901,Nevada,No,Basic,Bachelor,1/4/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Luxury SUV,Small
8212,FB95495,California,No,Basic,College,1/12/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
8213,PE59735,Oregon,No,Extended,High School or Below,2/15/11,Disabled,F,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
8214,WR73970,Arizona,No,Basic,Bachelor,2/20/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer3,Branch,Four-Door Car,Medsize
8215,JD15492,Oregon,No,Basic,High School or Below,1/4/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize
8216,OF46381,California,No,Basic,High School or Below,2/6/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Small
8217,GP85044,Arizona,No,Basic,Bachelor,2/12/11,Employed,M,Rural,Married,Special Auto,Special L1,Offer1,Agent,SUV,Medsize
8218,OO64005,Oregon,No,Basic,Bachelor,2/13/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
8219,VB42222,Nevada,No,Premium,Bachelor,1/7/11,Employed,F,Urban,Divorced,Personal Auto,Personal L1,Offer1,Web,Four-Door Car,Medsize
8220,ZR79373,Arizona,Yes,Premium,Bachelor,1/5/11,Retired,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Luxury SUV,Medsize
8221,KH12081,Arizona,No,Basic,High School or Below,2/26/11,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Branch,SUV,Large
8222,WV64743,Washington,No,Basic,High School or Below,2/10/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Call Center,Luxury Car,Medsize
8223,ZT58755,Oregon,No,Basic,High School or Below,2/11/11,Unemployed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
8224,WX52894,Nevada,No,Basic,College,1/10/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
8225,EO51920,Oregon,No,Extended,High School or Below,1/31/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
8226,AQ34238,Oregon,No,Basic,Bachelor,2/27/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Call Center,Four-Door Car,Medsize
8227,EI10204,Oregon,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,SUV,Medsize
8228,GY23881,Oregon,No,Basic,High School or Below,2/28/11,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
8229,FL59259,Nevada,No,Extended,High School or Below,2/2/11,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize
8230,RN45606,Nevada,No,Extended,High School or Below,2/13/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize
8231,OJ64812,Washington,No,Extended,Bachelor,2/25/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
8232,AK11669,Arizona,No,Extended,Doctor,1/17/11,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer3,Branch,Two-Door Car,Medsize
8233,EM53324,Oregon,No,Basic,College,2/15/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
8234,JE99638,Arizona,No,Basic,Bachelor,2/3/11,Medical Leave,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
8235,LR69185,Nevada,No,Extended,College,1/14/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
8236,AS55478,Oregon,No,Extended,Bachelor,2/23/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Call Center,Four-Door Car,Small
8237,OB52091,Washington,No,Basic,Bachelor,2/9/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
8238,AM28777,Oregon,No,Basic,College,1/4/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize
8239,AQ70385,Oregon,No,Basic,High School or Below,1/13/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
8240,FL22732,Oregon,No,Basic,Bachelor,2/14/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Medsize
8241,JD75068,Oregon,No,Basic,College,2/14/11,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
8242,MM70762,Arizona,Yes,Basic,Master,1/26/11,Employed,M,Rural,Single,Personal Auto,Personal L1,Offer1,Agent,Sports Car,Medsize
8243,JT46803,Oregon,No,Basic,Bachelor,1/9/11,Employed,F,Rural,Single,Personal Auto,Personal L2,Offer3,Web,Four-Door Car,Medsize
8244,VO25938,Oregon,Yes,Basic,Bachelor,1/27/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize
8245,FP31685,Oregon,No,Basic,Bachelor,2/5/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
8246,LP69867,Oregon,No,Extended,High School or Below,1/12/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
8247,BX88330,Washington,No,Basic,College,1/19/11,Employed,F,Urban,Single,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize
8248,QQ86648,Oregon,No,Basic,High School or Below,1/20/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Small
8249,VE80757,Oregon,No,Basic,Bachelor,1/22/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer3,Branch,Two-Door Car,Medsize
8250,BE69929,Arizona,No,Basic,College,2/1/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize
8251,BM31989,Arizona,No,Premium,College,2/18/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
8252,HW27766,Arizona,No,Extended,College,2/6/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
8253,BC90645,California,No,Basic,Master,2/1/11,Employed,F,Rural,Single,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
8254,GC36679,Oregon,No,Extended,High School or Below,1/25/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
8255,VI74176,Arizona,No,Extended,High School or Below,2/22/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Agent,SUV,Medsize
8256,BX24569,California,Yes,Basic,Bachelor,1/7/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize
